wavelength,black_01_01,black_01_02,black_01_03,black_02_01,black_02_02,black_02_03,black_03_01,black_03_02,black_03_03
402,0.0624560959706608,0.006025711366975202,0.013858706504266217,0.0,0.014511594799529674,0.028185282163256074,0.0,0.0,0.005444287485517592
406,0.0,0.0,0.0,0.011617097416258899,0.016096678187652737,0.026970276541311126,0.0,0.0,0.008929403604634793
410,0.0,0.01882286034765096,0.0,0.02092841940784917,0.0021768330475011328,0.03110005068913869,0.005758492812386828,0.03599059630869138,0.0
414,0.022176384901042456,0.008947882712875282,0.04536582603073502,0.02409313594826937,0.02889261115822367,0.028760160427275794,0.016968032958960648,0.0,0.007256382380563769
418,0.0,0.0027400967059833543,0.02388072621623786,0.022743961360821425,0.0,0.0,0.010779852043292085,0.005103786757594246,0.0026833559856723806
422,0.027067870083768132,0.01338021240156946,0.016537978011491733,0.022120373746317597,0.02641644605862113,0.0,0.0,0.003788639899931434,0.01638008873450241
426,4.339149789992641e-05,0.0,0.0,0.04259729738531609,0.010758016221769633,0.02353354948684542,0.011063092963479187,0.02173680794258237,0.004386538004166756
430,0.0,0.0,0.0,0.0,0.052390127038974874,0.04894566083642991,0.02817584961489284,0.020892652868499652,0.04620578922295113
434,0.041841965558757285,0.017138808892824157,0.028438015341821634,0.03298268416912516,0.02904526550832,0.07038325289018979,0.02752630956013105,0.035200400212259,0.03632903501398226
438,0.07164079362710254,0.05704375984048238,0.04121703049132702,0.027313507065403378,0.03630911828548363,0.013900009141206923,0.04649042767171898,0.04601094074270597,0.037402813362382666
442,0.0336182098164855,0.04896622941463879,0.06337046110777254,0.04763142636780031,0.008795007295316598,0.017671117326174993,0.031406759334815945,0.040625054396597284,0.04518532103895912
446,0.10108147027784203,0.0021197705970551,0.08639776312525405,0.044856482962255056,0.028828506393078206,0.031014521356739783,0.05125385943491513,0.04307397751948389,0.08025767711590517
450,0.047012956340487966,0.06899317470060774,0.03490236424606799,0.05770329852259547,0.060989183697784895,0.0644608703812671,0.036403455696883164,0.05011505935491191,0.06811464928472158
454,0.0,0.0587553046472075,0.07834727653628748,0.062720044161161,0.03243234455061064,0.06649521639675478,0.057420026051637894,0.05131097252643814,0.06682348203232633
458,0.07467172353557398,0.05883933053463555,0.05395903812324457,0.0807168360393401,0.07587092123921911,0.08313893700698513,0.05809407823740729,0.052631270935910725,0.050152520259412754
462,0.051273535901475875,0.07309464270315383,0.05010434668623638,0.0352997838497473,0.001187363812166789,0.0708520712485577,0.03738181475028342,0.048110973735260514,0.0532926399135224
466,0.10762869439879211,0.029006088607831743,0.08439252077248147,0.05182410502674067,0.07202262459479473,0.05128588638688397,0.07965363484742892,0.06834029499727919,0.05852314859132285
470,0.019199521250553235,0.07846571453455653,0.058844991111425174,0.06006284832683756,0.04231037409843559,0.0530089317474074,0.05666809178071907,0.08466818493131206,0.04961407442683004
474,0.12216357130057569,0.022162715869217267,0.032939739725605946,0.07137871092491871,0.05277887479266857,0.07235120491540742,0.05546210609108923,0.058882552947465056,0.05761112020326333
478,0.022375624401301843,0.038217021869453,0.0675704537352346,0.08665679818568578,0.0735450499957234,0.04931027453029397,0.050385158701119065,0.06271589503781475,0.03988801699430667
482,0.05569005727704783,0.04030102316966164,0.10616562958708259,0.04355796501345919,0.07664508868263854,0.048913985368759044,0.05906761527759748,0.045947516970920324,0.04507405329188133
486,0.00039657718712998724,0.08686044832069001,0.07014552916525851,0.04070626525746765,0.043268653902092155,0.05021238708978085,0.07737744125093822,0.059990680646133186,0.03253582389052827
490,0.08630540232856412,0.07565102296351722,0.10799969064451341,0.045755710009053555,0.05202437066398267,0.049727286280166615,0.06233183905112697,0.058701785014283615,0.06453901559958453
494,0.07555438767998421,0.1156445410820768,0.09964061048059344,0.0480056758166185,0.031104862037173865,0.035984434454176636,0.08036260876555713,0.07197168563072441,0.07433498181795012
498,0.07503912602563126,0.1218926601624526,0.11251499602643507,0.08785854190935388,0.06168205353125056,0.08723504032644991,0.054629895966011525,0.059180651098703414,0.059685991739017216
502,0.1283558989604483,0.10132450803383501,0.06054454937985169,0.0604397705208759,0.057639727522963896,0.08288372574038143,0.03816999864482608,0.08300661416869476,0.08214395960849763
506,0.0577577153646071,0.09738787329864906,0.09798317936779063,0.06494652688032927,0.08742053325936455,0.06626577264048786,0.060579805649849744,0.04182754693331922,0.040468448485529565
510,0.11103936411494562,0.012732251225255488,0.019529780029303535,0.08705435619606913,0.07003620311089606,0.04143427726812966,0.06856053830052683,0.05578199687138899,0.0549571094764213
514,0.061215090595752995,0.03664647181080083,0.08168928425606056,0.07969569046127341,0.10216522054817224,0.06174134927734038,0.060917300802715665,0.07011945119844556,0.05575201650454228
518,0.012415993852428447,0.12049354352359357,0.020457265891318736,0.0512077662955388,0.09366421343652513,0.07802189744594626,0.06241560172291734,0.05267440602753107,0.051225841517522186
522,0.0729944945982356,0.04149633041945582,0.1076345221470512,0.023017340106333217,0.08727401871173908,0.03340605348355182,0.05556014289777426,0.07491562252387327,0.05329683507534083
526,0.07401399272638405,0.033494379634153436,0.07696235496155623,0.07315220805001202,0.05506964373543457,0.06757896756994378,0.04057751622766452,0.05932437210220077,0.06323722933638215
530,0.1349754970803415,0.06846128915593631,0.04980495969451997,0.06748313105839139,0.053967444023817555,0.08566743554083192,0.05182053477162304,0.05430503345579815,0.06508775275934368
534,0.016093567103756957,0.0,0.1295852222006848,0.07068478109175211,0.08431118512655271,0.054479844126317525,0.06755632870403293,0.08008759568605199,0.07164653805939106
538,0.04714801144914846,0.04590356288994718,0.0499458155010203,0.06248372778589596,0.05547433191149173,0.04214951970202058,0.09023430791685971,0.07065541798157661,0.054750567960003424
542,0.14151686430838087,0.06920074172766782,0.08650218411832344,0.05227892041272945,0.03759634056022319,0.031097022609042214,0.05755630857006719,0.08754779396080957,0.05876528547153034
546,0.10799913245940052,0.08516838320416885,0.07135701684721628,0.06949432596454964,0.050234368914641434,0.04897788577137951,0.05265446361328293,0.04841822587197467,0.03745884374828289
550,0.09974102338682314,0.013107664263749402,0.06354784441920305,0.044284081953959366,0.04964065801317617,0.09112236328985474,0.05419475848638326,0.057955373837066455,0.05387841552760094
554,0.06903254546077928,0.11093640607546329,0.09194149118325444,0.0500028992175628,0.09094749304422076,0.07828517733708976,0.06715450569615102,0.06314348669859664,0.03857807306571817
558,0.08014468276715625,0.10865337233917058,0.02164571577219889,0.09482643214839823,0.11223793158639328,0.0604134080173748,0.08954754229875081,0.06620362681974985,0.05192321377747794
562,0.07655160146045306,0.12111356966316053,0.05053334090925919,0.08181046990010918,0.07428334406690673,0.05020655090863378,0.0815979166088827,0.09590172968933834,0.09470200396532916
566,0.1139454984093411,0.03729917184815266,0.09401528330596465,0.08061345171242255,0.055449029889960914,0.08502957297294143,0.0834059967553509,0.0823257291826537,0.08714212404334773
570,0.008564879353812518,0.06831710826577062,0.1132717865562061,0.07722489963417153,0.051711995813516556,0.06578035024851395,0.0848287020241852,0.0873835244736162,0.07564228823089698
574,0.029138006215602426,0.090030067550564,0.0735190874058899,0.09715514292203323,0.05714136522256191,0.07859448397918288,0.0983697231553693,0.05602162626227865,0.09626952610876852
578,0.1398224215654924,0.10495044539997307,0.04096142139530958,0.09431625737189969,0.12932086026360826,0.09346941440721718,0.08574076791442908,0.07916831677511937,0.059740330607900904
582,0.04557059531814944,0.06518083354578307,0.08218062206821582,0.079410291269397,0.06599811573103365,0.07045415623650929,0.06402897499833556,0.08598275896298241,0.0726759297921796
586,0.061570414052472086,0.05901647023287308,0.08998020772911089,0.06384410328374643,0.07725199944973037,0.08810159739596568,0.10551007145090882,0.06992205948844077,0.07786686386559336
590,0.0898535906399523,0.0408598261699327,0.07027595618756664,0.08379041773957889,0.07615742852907843,0.09694696792488423,0.0575717266763984,0.09695809406074941,0.07926558422811701
594,0.07139582345475412,0.05414772708602385,0.03149319239425652,0.08934781318595136,0.046656957509554245,0.10323553915684086,0.08560322283666696,0.09289258773218514,0.06701956184590072
598,0.09802466423780866,0.1186363981263662,0.040249900432480466,0.0852340356998807,0.08808700708317246,0.09814341214452088,0.052686390450983604,0.03418975301051892,0.09751657260084927
602,0.08726001592603848,0.06705237004532803,0.0599387357316175,0.09246366268928269,0.08568539168914419,0.08910721048339908,0.06506642494400156,0.04479006186469856,0.08499153409912964
606,0.11491604387568294,0.07662767483651631,0.11806891741232955,0.08113133743706277,0.056103708678654274,0.0925520861376546,0.06316711223301125,0.10518048679572924,0.05647958761136307
610,0.05697723230464162,0.11507717031716996,0.09709273063564597,0.06170461057636395,0.08113448262922472,0.09730265659757183,0.08336589128657448,0.07472779501728913,0.0830890310143443
614,0.09471733947705213,0.04948987072419506,0.08174376888458192,0.09381636500629215,0.041290613304806253,0.054428488083952016,0.06088838396115573,0.05441244888641217,0.08164264644128047
618,0.08448500825723503,0.09150756778433172,0.06755460732986242,0.06908487196831714,0.09275324210167682,0.0591321073208628,0.09763896774437811,0.07541958618719295,0.045724505829705
622,0.1082336357003218,0.09421271365495215,0.07476616237782091,0.07627515961444169,0.06663669538464359,0.07942473264231403,0.09627063609744557,0.06383624396978091,0.07524044134971168
626,0.04626021054934901,0.05558706549027073,0.075161326351386,0.06524146389158841,0.1196098607490994,0.07157020384959757,0.08671544474149713,0.0656562067789006,0.07814970171363587
630,0.03008734031384904,0.05076651165216383,0.08928008911676204,0.03017921871893585,0.0880283677942659,0.09101172457510878,0.06110815884530078,0.07009567485261337,0.09876693871058914
634,0.07846175138205475,0.09189581900145707,0.08236865016488655,0.074288872800292,0.08958307580518013,0.09449295615115846,0.08829761458981471,0.05436546354092299,0.10172927992633138
638,0.037750193089256825,0.06369680592459145,0.12774757790975386,0.0723133157785833,0.06532707786512486,0.08309828283877549,0.04630722501036249,0.08302918614135851,0.10148176812759728
642,0.08994717696882001,0.06245445552567877,0.08468178986154691,0.12258881719722008,0.07938864084415419,0.07417562001051418,0.07703474686381057,0.07282694189056951,0.11280232494805101
646,0.07886647573956485,0.11390666724573782,0.04648844134093502,0.09126193232138262,0.05839890077300827,0.06679799729374461,0.06853088054113962,0.0777069831603125,0.07327534248714815
650,0.0669929457840354,0.08873234296805824,0.10734335514507971,0.08247177302417916,0.1323741279414168,0.10044580828334625,0.10189713224298841,0.08407035914620616,0.08139288685911039
654,0.08102940742842558,0.1156369411967704,0.06813999235834714,0.08088521870500227,0.06697988330017429,0.05557967279696929,0.09164844210995343,0.08340086040163901,0.11981327462104636
658,0.09713025666594001,0.12942692488925692,0.08426909955251723,0.08716883024554796,0.09930083344286053,0.059109811352906085,0.09538657263529302,0.07976133575574045,0.07224717784541908
662,0.08966029719043883,0.09216071731919333,0.10658554353670632,0.1358615684235993,0.09022941495236725,0.10214531797110254,0.11442745430562234,0.10061298765687385,0.087977958769454
666,0.0701016669722169,0.12127146642540189,0.0695786947825553,0.1569739512590671,0.10881061751291601,0.07161828068421425,0.12100101968926255,0.11062799911677917,0.10125745991753957
