wavelength,orange_01_01,orange_01_02,orange_01_03,orange_02_01,orange_02_02,orange_02_03,orange_03_01,orange_03_02,orange_03_03
402,0.0,0.0,0.0,0.031930791628229094,0.005508277754487678,0.005554736576113431,0.06922630655347596,0.014393648259494936,0.0
406,0.072108968630032,0.05203785596929823,0.02341279695384922,0.0,0.05430119713291734,0.01769674745874627,0.03976399759359261,0.036200451540247924,0.0698405215274843
410,0.10079241504227363,0.0,0.08431176442016775,0.00236201105089031,0.00018922846241875568,0.05631103023111357,0.02752552004002338,0.025231959582630834,0.02392241498087322
414,0.016266140096902443,0.0,0.0,0.0,0.04146752685856244,0.009204396319784935,0.027459961366254268,0.02359268128883659,0.05340109961314799
418,0.01754368367810863,0.03247511317683593,0.10354065231696444,0.00800269347734088,0.01960132526190636,0.0725494981062629,0.03797510456191362,0.021440057028098064,0.02319802815261495
422,0.0610163263965558,0.0,0.05862817907267252,0.0999065176702012,0.03795584779332976,0.06297063416386892,0.04877037880355987,0.0449284902244607,0.032164426276432755
426,0.054590247864901055,0.09064285259343839,0.11337602491918108,0.0773946408619411,0.05060386923100156,0.04803256298598445,0.07603882864453225,0.08135195066119841,0.09072501233074132
430,0.03653541848882009,0.11081437923457771,0.11637290132019446,0.1209977549396268,0.04970837772250511,0.05019844750676733,0.09016769538004367,0.12157191510501943,0.060509564021377873
434,0.1311094370691337,0.0,0.1175335178552969,0.09748238415812768,0.09162119164706495,0.10021012860226478,0.0937540839745378,0.09114623979694396,0.1251796643717611
438,0.08280123170066668,0.14323512656213677,0.12644113381076877,0.08765142116805472,0.11561068168245255,0.14927547236767827,0.12266906650339804,0.14376001051380785,0.09398976970819375
442,0.10447552441004578,0.1253292467012974,0.09588610282736934,0.11714777880403435,0.08742373908031871,0.10566795577301863,0.1241745408360834,0.08614221978113804,0.1381709574346457
446,0.03236908567495121,0.14532905668311408,0.08146869933057324,0.1341486701145657,0.10882518578118922,0.14822258256402296,0.1072316276050991,0.10520887549435609,0.10396888972793082
450,0.09575858967312245,0.10217426290272014,0.16273501491408301,0.07846368169697782,0.09129510385408966,0.12680201116733708,0.11207425551533773,0.12542361126832438,0.07275536752723827
454,0.18470839730007804,0.08943417991300893,0.14283534010973375,0.1274882189265833,0.1124441320120689,0.12260422128010615,0.12290637714325067,0.0957931478296955,0.11876980198053702
458,0.08684855063214586,0.08245534637595058,0.17103682296458403,0.05465754917102242,0.13253191855386598,0.08593663131029979,0.12473244029433889,0.13209352733032312,0.07636013563002256
462,0.09893165054598207,0.18233108280559987,0.09737799693972976,0.14665086229248014,0.13012488780992781,0.08625261695887591,0.1867482316445169,0.14659392680348854,0.1856835454673285
466,0.1379361283941697,0.13349175476498112,0.11745001358856637,0.10345355952209195,0.10556609138309982,0.1467333540168204,0.13821542944682752,0.16735356221456033,0.16131627778613214
470,0.17400747485754267,0.11180780829270325,0.16337370887168182,0.14811399664161498,0.1898360247272024,0.19400729377333845,0.20748468392986946,0.1853472224553896,0.14358019666048977
474,0.2449565317635491,0.19882826355161104,0.18947857630180218,0.15608984159207698,0.16872905719896936,0.18844536053493124,0.1629321288324459,0.17481705329262878,0.1413769104981791
478,0.10086280685742555,0.20968580838276116,0.1863478060491488,0.2015947632018313,0.1245213651541623,0.18685729338402676,0.17263260695841592,0.1163617623972521,0.15226004915276165
482,0.13958937328088108,0.13083055407844923,0.24173322416527282,0.20513084795369008,0.16045439879861878,0.16256390412886132,0.16052194156888663,0.18225932151470747,0.1745266897053361
486,0.1696968915099324,0.1821039281716579,0.12104231108173896,0.209530656899517,0.205152147983277,0.221607895900735,0.2266169746016948,0.16797041684385772,0.20170850321057976
490,0.25857497091007087,0.16086752635396798,0.19752038819072332,0.19640749307440658,0.21138486376712945,0.13103135738928617,0.20489960217108832,0.24305761344582952,0.18462694304149307
494,0.2009513364520037,0.20657471164007438,0.21829989467135547,0.21030776159715497,0.15338981064218324,0.21893713672333456,0.22427602078233022,0.15427252821015047,0.18730446954259472
498,0.2635486838548745,0.22267449839868367,0.18444097392156894,0.18516223005392504,0.1834776438253594,0.21597666668145832,0.20889501378928138,0.1905673360333029,0.22192211978688978
502,0.18337981972160378,0.25318788980798346,0.22840506633910393,0.21167423926430987,0.15419197094843212,0.16978591584424768,0.23169019940551114,0.202825522433549,0.2292175569885073
506,0.28328647796417544,0.22305457789422245,0.2890402628748776,0.2288931733896471,0.28942151402906685,0.204042205401812,0.25211811177236493,0.2967585211761744,0.24195153555460944
510,0.18686677686976885,0.18356317811729597,0.2540535713433187,0.25911615062712956,0.2797921238610593,0.20446437745592863,0.23090182460563113,0.25307257806395894,0.21054159901083994
514,0.1537778421588664,0.22064534149142273,0.25645422083430514,0.21589757074704355,0.2843295112454981,0.22590901181029924,0.2522858815418759,0.24306155297512494,0.22725853718973146
518,0.30019234055947364,0.3461027927072149,0.25108949930897034,0.2278626347898994,0.2446483284100169,0.21743531833802363,0.2365295708821211,0.2609397781470836,0.24598626714105812
522,0.2571347485034471,0.25449997021470794,0.27809573073564703,0.20497135125969784,0.25172409936803003,0.2673350140637528,0.16658012841802,0.2214336106454382,0.23040647527399005
526,0.2348619570888639,0.30411304598644034,0.20537326705289105,0.23571379085272456,0.24688471654056335,0.2165038137623429,0.2588658183081176,0.26177649422143173,0.2529575465119039
530,0.20789639358898657,0.23121232290503507,0.26164055139469233,0.23976515775927607,0.25590007987760083,0.27185196441035386,0.25289173099080486,0.18835276695437642,0.25165812873866655
534,0.2411142374229344,0.24443095440867846,0.15426460292097627,0.1329692829917195,0.21712269199963216,0.23907879119779674,0.2736907962108879,0.2370201249190312,0.26700075991665745
538,0.22615694594562763,0.2042590061873108,0.2861453038053686,0.2535153375614395,0.292015941794236,0.21896688811364864,0.2330494149066512,0.23185925452346742,0.2202719041258922
542,0.24932616609663322,0.2745209176453557,0.23506458177596856,0.22792825367060274,0.29491617991801616,0.29756130852638096,0.241736145867788,0.2959463027353761,0.2731555262642532
546,0.19542132110198446,0.21921929791157863,0.21802830077689817,0.20141034655664414,0.26497419099526837,0.2486051188773238,0.25101636522825244,0.2612886841131447,0.2430969628116558
550,0.2945471097766803,0.20601570525669943,0.1656173902503228,0.32082536194170286,0.25870026368849763,0.25342216329107947,0.27337390247412097,0.2306632331670021,0.2387319595114765
554,0.26600360370601583,0.3185685388175875,0.2267481932304317,0.2385311113403592,0.32041761790653844,0.26293961489402534,0.2789252982498614,0.25553043502159667,0.2825599040504799
558,0.27421957210942244,0.2650892199462686,0.31974543631270574,0.33248439442422884,0.2654365608397824,0.31298265849001716,0.2668348161632329,0.24142731433426073,0.32646490084263086
562,0.3044004919789956,0.2670078015462355,0.3026339026993291,0.2672858032270972,0.28706841808153577,0.3149051596960349,0.31084066778499114,0.3101574773067108,0.26640600876627224
566,0.3492720846625618,0.3173805272489585,0.3293996627923288,0.3308222613610714,0.3130737038847196,0.2861419844140063,0.28366521025146624,0.30864707546632325,0.30040497650784614
570,0.29368528570795427,0.306547732786961,0.2733563294802277,0.2654622255212629,0.302536079420811,0.3170791530538941,0.3203211491563081,0.285950093992702,0.2935503502080184
574,0.2989560826771467,0.38833285207775525,0.3111601837928364,0.31981518971813094,0.28663933971450867,0.29925127735115964,0.2789076544494217,0.262341597235212,0.3137936854506933
578,0.33019590114531105,0.30673371826571705,0.30711981491798024,0.3844313466519047,0.32435121068206174,0.29374123812147435,0.2984536865978299,0.30024352231697793,0.33504378307722343
582,0.3184644327862991,0.2913678560781288,0.32545727587926354,0.24613994153979205,0.2984574884930378,0.3398726574430041,0.3102324174285852,0.32631362460369406,0.3055693265441335
586,0.2773342271134042,0.2415865275777045,0.27523470993820215,0.3074154417418597,0.32621087716153274,0.3135978065955215,0.2652285445594183,0.2588976928184082,0.283242892725647
590,0.2283885655087758,0.2374499361962269,0.3569253735865434,0.31966277362870216,0.2286006805535003,0.3349376711928658,0.32501312929970194,0.28703882596721253,0.29390802733027055
594,0.2542601199710546,0.33740435964852,0.27025449026977727,0.3571131798843552,0.35849301312022847,0.32910413310195324,0.3161165186763725,0.28991945054693374,0.26759684866324224
598,0.24773417076877963,0.31977875589009536,0.3645293117278102,0.30079114042883026,0.2817837237236579,0.3234356947765793,0.2702497692584162,0.33787343389577484,0.2844646446742108
602,0.29560885441068513,0.3009201577565251,0.29225593184756476,0.2827134738633073,0.2683282623113165,0.28553562165385815,0.33682814145288864,0.34978816162376647,0.32847454859471575
606,0.34805684346382393,0.24342347903249215,0.3461467670190873,0.29180026325728947,0.285406826533896,0.27665449014238014,0.3364114616584068,0.2889964331251064,0.3085318291561068
610,0.30863104969923616,0.27758693431958226,0.26235146305903506,0.2696749459390564,0.2983202321437983,0.32169583609296243,0.3350391310618849,0.2971264214891804,0.31094005793036117
614,0.3295764285388529,0.37866759638457925,0.23894396847512267,0.305799719912255,0.3357275382435434,0.3309657186164517,0.2687264664533081,0.3394411393273825,0.29455839900155567
618,0.29293973205842616,0.2919231503275333,0.26620641103448256,0.3020770457449465,0.2659981181279285,0.3469407489582025,0.30911368878053685,0.32100025354436,0.3032914120491413
622,0.35325243802474726,0.2804591547162675,0.31450926131567825,0.317568045559658,0.3486486009394312,0.35427980001369125,0.3149232420135808,0.2991677089414317,0.2751065331276844
626,0.2583463360090462,0.3030230779238709,0.2817609448987203,0.34874274658001614,0.3393907128331461,0.34930357604094575,0.34372474928051405,0.3258766580341193,0.3404127675730629
630,0.33045153734988963,0.37506789450583855,0.36175503742452836,0.3182634755763833,0.3258031207333153,0.3853738040703888,0.2974871746490782,0.3366375561257572,0.3180760094511483
634,0.30799388214927154,0.35167480637417076,0.3006046974659914,0.3289908399563943,0.3201289357933439,0.34298580911204285,0.3286222531461358,0.2893201081216044,0.3057814646871649
638,0.27243361660616233,0.3379053879884543,0.31701070322708597,0.3725234219533723,0.23030086593998508,0.3249964303682053,0.3184472842042284,0.30683295866117755,0.30780973054130556
642,0.33495672177394875,0.3107517869660962,0.301365939921084,0.2973501705393353,0.35760026713440185,0.3453379103618763,0.3041956776741297,0.31091038915796915,0.31494925698895826
646,0.3137012955329888,0.33404819597170915,0.2997813351210403,0.35496527009143347,0.4159839746332841,0.31726554183785566,0.3250147276168966,0.32090149638036564,0.3449468039369063
650,0.3487125834565217,0.3568212988007894,0.3073631842921572,0.353676263280719,0.3351072549838192,0.24450843331196753,0.3521818910866999,0.3567851519276269,0.35405253678740617
654,0.344076898683873,0.41406736672163347,0.382985510895641,0.32889463041672834,0.3749420139825806,0.2956065885948529,0.3076482086826581,0.30838606987971207,0.28082895471218017
658,0.3153465436329882,0.3573493658320172,0.32227333982913603,0.3348161530639788,0.3334543542352285,0.3347758094144553,0.27272731207540185,0.31976056657605373,0.3258158271899293
662,0.31917568471338925,0.39949038725025915,0.42099873026877865,0.2985835972190937,0.2835404378699964,0.396326778621468,0.3307773122350584,0.3993604028773147,0.34679396925448436
666,0.33163987940521217,0.36612838258596875,0.38628219265831437,0.389336387515623,0.3356583830039666,0.3043754759832079,0.3496106078702778,0.3326527235993566,0.33061698465156736
670,0.341119513129886,0.3501289809130737,0.3047355775997896,0.3325313493478069,0.36025403355553964,0.3300901039452069,0.4007892494570353,0.3767400371875367,0.3101274947800571
674,0.28195776627682,0.3145007775076018,0.2976341764733541,0.3180321091019185,0.3453079427195988,0.3310847057705632,0.37943008322672545,0.3340448273736883,0.36242806678955797
